ID,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,SpriteURL
422,Shellos,76,48,48,57,62,34,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,Gastrodon,111,83,68,92,82,39,Water,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,Ambipom,75,100,66,60,66,115,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,Drifloon,90,50,34,60,44,70,Ghost,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,Drifblim,150,80,44,90,54,80,Ghost,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,Buneary,55,66,44,44,56,85,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,Lopunny,65,76,84,54,96,105,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
429,Mismagius,60,60,60,105,105,105,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,Honchkrow,100,125,52,105,52,71,Dark,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,Glameow,49,55,42,42,37,85,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,Purugly,71,82,64,64,59,112,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,Chingling,45,30,50,65,50,45,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,Stunky,63,63,47,41,41,74,Poison,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,Skuntank,103,93,67,71,61,84,Poison,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,Bronzor,57,24,86,24,86,23,Steel,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,Bronzong,67,89,116,79,116,33,Steel,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,Bonsly,50,80,95,10,45,10,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,Mime-jr,20,25,45,70,90,60,Psychic,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,Happiny,100,5,5,15,65,30,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,Chatot,76,65,45,92,42,91,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,Spiritomb,50,92,108,92,108,35,Ghost,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,Gible,58,70,45,40,45,42,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,Gabite,68,90,65,50,55,82,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,Garchomp,108,130,95,80,85,102,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
446,Munchlax,135,85,40,40,85,5,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,Riolu,40,70,40,35,40,60,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,Lucario,70,110,70,115,70,90,Fighting,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
449,Hippopotas,68,72,78,38,42,32,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,Hippowdon,108,112,118,68,72,47,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,Skorupi,40,50,90,30,55,65,Poison,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,Drapion,70,90,110,60,75,95,Poison,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
453,Croagunk,48,61,40,61,40,50,Poison,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
454,Toxicroak,83,106,65,86,65,85,Poison,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
455,Carnivine,74,100,72,90,72,46,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
456,Finneon,49,49,56,49,61,66,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
457,Lumineon,69,69,76,69,86,91,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
458,Mantyke,45,20,50,60,120,50,Water,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
459,Snover,60,62,50,62,60,40,Grass,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
460,Abomasnow,90,92,75,92,85,60,Grass,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
461,Weavile,70,120,65,45,85,125,Dark,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
462,Magnezone,70,70,115,130,90,60,Electric,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
463,Lickilicky,110,85,95,80,95,50,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
464,Rhyperior,115,140,130,55,55,40,Ground,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
465,Tangrowth,100,100,125,110,50,50,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
466,Electivire,75,123,67,95,85,95,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
467,Magmortar,75,95,67,125,95,83,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
468,Togekiss,85,50,95,120,115,80,Fairy,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
469,Yanmega,86,76,86,116,56,95,Bug,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
470,Leafeon,65,110,130,60,65,95,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
471,Glaceon,65,60,110,130,95,65,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
472,Gliscor,75,95,125,45,75,95,Ground,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
473,Mamoswine,110,130,80,70,60,80,Ice,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
474,Porygon-z,85,80,70,135,75,90,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
475,Gallade,68,125,65,65,115,80,Psychic,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
476,Probopass,60,55,145,75,150,40,Rock,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
477,Dusknoir,45,100,135,65,135,45,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
478,Froslass,70,80,70,80,70,110,Ice,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
479,Rotom,50,50,77,95,77,91,Electric,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
480,Uxie,75,75,130,75,130,95,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
481,Mesprit,80,105,105,105,105,80,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
482,Azelf,75,125,70,125,70,115,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
483,Dialga,100,120,120,150,100,90,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
484,Palkia,90,120,100,150,120,100,Water,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
485,Heatran,91,90,106,130,106,77,Fire,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
486,Regigigas,110,160,110,80,110,100,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
487,Giratina-altered,150,100,120,100,120,90,Ghost,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
488,Cresselia,120,70,110,75,120,85,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
489,Phione,80,80,80,80,80,80,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
490,Manaphy,100,100,100,100,100,100,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
491,Darkrai,70,90,90,135,90,125,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
492,Shaymin-land,100,100,100,100,100,100,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
493,Arceus,120,120,120,120,120,120,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
494,Victini,100,100,100,100,100,100,Psychic,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
495,Snivy,45,45,55,45,55,63,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
496,Servine,60,60,75,60,75,83,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
497,Serperior,75,75,95,75,95,113,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
498,Tepig,65,63,45,45,45,45,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
499,Pignite,90,93,55,70,55,55,Fire,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
500,Emboar,110,123,65,100,65,65,Fire,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
501,Oshawott,55,55,45,63,45,45,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
502,Dewott,75,75,60,83,60,60,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
503,Samurott,95,100,85,108,70,70,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
504,Patrat,45,55,39,35,39,42,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
505,Watchog,60,85,69,60,69,77,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
506,Lillipup,45,60,45,25,45,55,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
507,Herdier,65,80,65,35,65,60,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
508,Stoutland,85,110,90,45,90,80,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
509,Purrloin,41,50,37,50,37,66,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
510,Liepard,64,88,50,88,50,106,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
511,Pansage,50,53,48,53,48,64,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
512,Simisage,75,98,63,98,63,101,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
513,Pansear,50,53,48,53,48,64,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
514,Simisear,75,98,63,98,63,101,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
515,Panpour,50,53,48,53,48,64,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,Simipour,75,98,63,98,63,101,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,Munna,76,25,45,67,55,24,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
518,Musharna,116,55,85,107,95,29,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
519,Pidove,50,55,50,36,30,43,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
520,Tranquill,62,77,62,50,42,65,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
521,Unfezant,80,115,80,65,55,93,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
522,Blitzle,45,60,32,50,32,76,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
523,Zebstrika,75,100,63,80,63,116,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
524,Roggenrola,55,75,85,25,25,15,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
525,Boldore,70,105,105,50,40,20,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
526,Gigalith,85,135,130,60,80,25,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
527,Woobat,65,45,43,55,43,72,Psychic,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
528,Swoobat,67,57,55,77,55,114,Psychic,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
529,Drilbur,60,85,40,30,45,68,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
530,Excadrill,110,135,60,50,65,88,Ground,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
531,Audino,103,60,86,60,86,50,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
532,Timburr,75,80,55,25,35,35,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
533,Gurdurr,85,105,85,40,50,40,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
534,Conkeldurr,105,140,95,55,65,45,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
535,Tympole,50,50,40,50,40,64,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
536,Palpitoad,75,65,55,65,55,69,Water,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
537,Seismitoad,105,95,75,85,75,74,Water,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
538,Throh,120,100,85,30,85,45,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
539,Sawk,75,125,75,30,75,85,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
540,Sewaddle,45,53,70,40,60,42,Bug,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
541,Swadloon,55,63,90,50,80,42,Bug,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
542,Leavanny,75,103,80,70,80,92,Bug,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
543,Venipede,30,45,59,30,39,57,Bug,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
544,Whirlipede,40,55,99,40,79,47,Bug,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
545,Scolipede,60,100,89,55,69,112,Bug,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
546,Cottonee,40,27,60,37,50,66,Grass,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
547,Whimsicott,60,67,85,77,75,116,Grass,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
548,Petilil,45,35,50,70,50,30,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
549,Lilligant,70,60,75,110,75,90,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
550,Basculin-red-striped,70,92,65,80,55,98,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
551,Sandile,50,72,35,35,35,65,Ground,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
552,Krokorok,60,82,45,45,45,74,Ground,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
553,Krookodile,95,117,80,65,70,92,Ground,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
554,Darumaka,70,90,45,15,45,50,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
555,Darmanitan-standard,105,140,55,30,55,95,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
556,Maractus,75,86,67,106,67,60,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
557,Dwebble,50,65,85,35,35,55,Bug,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
558,Crustle,70,105,125,65,75,45,Bug,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
559,Scraggy,50,75,70,35,70,48,Dark,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
560,Scrafty,65,90,115,45,115,58,Dark,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
561,Sigilyph,72,58,80,103,80,97,Psychic,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
562,Yamask,38,30,85,55,65,30,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
563,Cofagrigus,58,50,145,95,105,30,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
564,Tirtouga,54,78,103,53,45,22,Water,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
565,Carracosta,74,108,133,83,65,32,Water,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
566,Archen,55,112,45,74,45,70,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
567,Archeops,75,140,65,112,65,110,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
568,Trubbish,50,50,62,40,62,65,Poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
569,Garbodor,80,95,82,60,82,75,Poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
570,Zorua,40,65,40,80,40,65,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
571,Zoroark,60,105,60,120,60,105,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
572,Minccino,55,50,40,40,40,75,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
573,Cinccino,75,95,60,65,60,115,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
574,Gothita,45,30,50,55,65,45,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
575,Gothorita,60,45,70,75,85,55,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
576,Gothitelle,70,55,95,95,110,65,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
577,Solosis,45,30,40,105,50,20,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
578,Duosion,65,40,50,125,60,30,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
579,Reuniclus,110,65,75,125,85,30,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
580,Ducklett,62,44,50,44,50,55,Water,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
581,Swanna,75,87,63,87,63,98,Water,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
582,Vanillite,36,50,50,65,60,44,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
583,Vanillish,51,65,65,80,75,59,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
584,Vanilluxe,71,95,85,110,95,79,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
585,Deerling,60,60,50,40,50,75,Normal,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
586,Sawsbuck,80,100,70,60,70,95,Normal,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
587,Emolga,55,75,60,75,60,103,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
588,Karrablast,50,75,45,40,45,60,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
589,Escavalier,70,135,105,60,105,20,Bug,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
590,Foongus,69,55,45,55,55,15,Grass,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
591,Amoonguss,114,85,70,85,80,30,Grass,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
592,Frillish,55,40,50,65,85,40,Water,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
593,Jellicent,100,60,70,85,105,60,Water,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
594,Alomomola,165,75,80,40,45,65,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
595,Joltik,50,47,50,57,50,65,Bug,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
596,Galvantula,70,77,60,97,60,108,Bug,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
597,Ferroseed,44,50,91,24,86,10,Grass,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
598,Ferrothorn,74,94,131,54,116,20,Grass,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
599,Klink,40,55,70,45,60,30,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
600,Klang,60,80,95,70,85,50,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
601,Klinklang,60,100,115,70,85,90,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
602,Tynamo,35,55,40,45,40,60,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
603,Eelektrik,65,85,70,75,70,40,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
604,Eelektross,85,115,80,105,80,50,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
605,Elgyem,55,55,55,85,55,30,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
606,Beheeyem,75,75,75,125,95,40,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
607,Litwick,50,30,55,65,55,20,Ghost,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
608,Lampent,60,40,60,95,60,55,Ghost,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
609,Chandelure,60,55,90,145,90,80,Ghost,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
610,Axew,46,87,60,30,40,57,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
611,Fraxure,66,117,70,40,50,67,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
612,Haxorus,76,147,90,60,70,97,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
613,Cubchoo,55,70,40,60,40,40,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
614,Beartic,95,130,80,70,80,50,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
615,Cryogonal,80,50,50,95,135,105,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
616,Shelmet,50,40,85,40,65,25,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
617,Accelgor,80,70,40,100,60,145,Bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
618,Stunfisk,109,66,84,81,99,32,Ground,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
619,Mienfoo,45,85,50,55,50,65,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
620,Mienshao,65,125,60,95,60,105,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
621,Druddigon,77,120,90,60,90,48,Dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
622,Golett,59,74,50,35,50,35,Ground,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
623,Golurk,89,124,80,55,80,55,Ground,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
624,Pawniard,45,85,70,40,40,60,Dark,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
625,Bisharp,65,125,100,60,70,70,Dark,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
626,Bouffalant,95,110,95,40,95,55,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
627,Rufflet,70,83,50,37,50,60,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
628,Braviary,100,123,75,57,75,80,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
629,Vullaby,70,55,75,45,65,60,Dark,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
630,Mandibuzz,110,65,105,55,95,80,Dark,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
631,Heatmor,85,97,66,105,66,65,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
